syd,did,wei,symptom,diagnose,symptom_index,symptom_vec,diagnose_index,diagnose_vec,symptom_vec_scaled,diagnose_vec_scaled,features,prediction
112.0,1299.0,0.0,Visual problems,Graves eye diseaseGraves ophthalmopathy,12.0,"(246,[12],[1.0])",749.0,"(1156,[749],[1.0])","(246,[12],[1.0])","(1156,[749],[1.0])","(1402,[12,995],[1.0,1.0])",0
22.0,1397.0,1.0,Double vision (Diplopia),Strabismuscrossed eyes,112.0,"(246,[112],[1.0])",847.0,"(1156,[847],[1.0])","(246,[112],[1.0])","(1156,[847],[1.0])","(1402,[112,1093],[1.0,1.0])",0
112.0,1397.0,1.0,Visual problems,Strabismuscrossed eyes,12.0,"(246,[12],[1.0])",847.0,"(1156,[847],[1.0])","(246,[12],[1.0])","(1156,[847],[1.0])","(1402,[12,1093],[1.0,1.0])",0
22.0,1473.0,0.0,Double vision (Diplopia),Retinopathy,112.0,"(246,[112],[1.0])",478.0,"(1156,[478],[1.0])","(246,[112],[1.0])","(1156,[478],[1.0])","(1402,[112,724],[1.0,1.0])",0
26.0,1473.0,0.0,Eye pain (Irritation),Retinopathy,55.0,"(246,[55],[1.0])",478.0,"(1156,[478],[1.0])","(246,[55],[1.0])","(1156,[478],[1.0])","(1402,[55,724],[1.0,1.0])",0
112.0,1473.0,0.0,Visual problems,Retinopathy,12.0,"(246,[12],[1.0])",478.0,"(1156,[478],[1.0])","(246,[12],[1.0])","(1156,[478],[1.0])","(1402,[12,724],[1.0,1.0])",0
160.0,1473.0,0.0,Eye redness,Retinopathy,113.0,"(246,[113],[1.0])",478.0,"(1156,[478],[1.0])","(246,[113],[1.0])","(1156,[478],[1.0])","(1402,[113,724],[1.0,1.0])",0
23.0,87.0,0.0,Ear pressure,Bell's palsyfacial muscle weakness,84.0,"(246,[84],[1.0])",185.0,"(1156,[185],[1.0])","(246,[84],[1.0])","(1156,[185],[1.0])","(1402,[84,431],[1.0,1.0])",0
24.0,87.0,0.0,Pain in the ear,Bell's palsyfacial muscle weakness,25.0,"(246,[25],[1.0])",185.0,"(1156,[185],[1.0])","(246,[25],[1.0])","(1156,[185],[1.0])","(1402,[25,431],[1.0,1.0])",0
27.0,87.0,0.0,Facial pain,Bell's palsyfacial muscle weakness,144.0,"(246,[144],[1.0])",185.0,"(1156,[185],[1.0])","(246,[144],[1.0])","(1156,[185],[1.0])","(1402,[144,431],[1.0,1.0])",0
41.0,87.0,0.0,Headache,Bell's palsyfacial muscle weakness,3.0,"(246,[3],[1.0])",185.0,"(1156,[185],[1.0])","(246,[3],[1.0])","(1156,[185],[1.0])","(1402,[3,431],[1.0,1.0])",0
172.0,87.0,1.0,Drooling,Bell's palsyfacial muscle weakness,83.0,"(246,[83],[1.0])",185.0,"(1156,[185],[1.0])","(246,[83],[1.0])","(1156,[185],[1.0])","(1402,[83,431],[1.0,1.0])",0
247.0,87.0,1.0,Facial droop (weakness),Bell's palsyfacial muscle weakness,157.0,"(246,[157],[1.0])",185.0,"(1156,[185],[1.0])","(246,[157],[1.0])","(1156,[185],[1.0])","(1402,[157,431],[1.0,1.0])",0
255.0,87.0,2.0,Drooping eyelid (Ptosis),Bell's palsyfacial muscle weakness,143.0,"(246,[143],[1.0])",185.0,"(1156,[185],[1.0])","(246,[143],[1.0])","(1156,[185],[1.0])","(1402,[143,431],[1.0,1.0])",0
23.0,148.0,2.0,Ear pressure,Cerumen impactionear wax buildup,84.0,"(246,[84],[1.0])",545.0,"(1156,[545],[1.0])","(246,[84],[1.0])","(1156,[545],[1.0])","(1402,[84,791],[1.0,1.0])",0
24.0,148.0,2.0,Pain in the ear,Cerumen impactionear wax buildup,25.0,"(246,[25],[1.0])",545.0,"(1156,[545],[1.0])","(246,[25],[1.0])","(1156,[545],[1.0])","(1402,[25,791],[1.0,1.0])",0
157.0,148.0,2.0,Ringing in ears (Tinnitus),Cerumen impactionear wax buildup,208.0,"(246,[208],[1.0])",545.0,"(1156,[545],[1.0])","(246,[208],[1.0])","(1156,[545],[1.0])","(1402,[208,791],[1.0,1.0])",0
23.0,535.0,2.0,Ear pressure,"Ear infection, outerotitis externa",84.0,"(246,[84],[1.0])",157.0,"(1156,[157],[1.0])","(246,[84],[1.0])","(1156,[157],[1.0])","(1402,[84,403],[1.0,1.0])",0
24.0,535.0,2.0,Pain in the ear,"Ear infection, outerotitis externa",25.0,"(246,[25],[1.0])",157.0,"(1156,[157],[1.0])","(246,[25],[1.0])","(1156,[157],[1.0])","(1402,[25,403],[1.0,1.0])",0
41.0,535.0,0.0,Headache,"Ear infection, outerotitis externa",3.0,"(246,[3],[1.0])",157.0,"(1156,[157],[1.0])","(246,[3],[1.0])","(1156,[157],[1.0])","(1402,[3,403],[1.0,1.0])",0
111.0,535.0,1.0,Vertigo (Room spinning),"Ear infection, outerotitis externa",105.0,"(246,[105],[1.0])",157.0,"(1156,[157],[1.0])","(246,[105],[1.0])","(1156,[157],[1.0])","(1402,[105,403],[1.0,1.0])",0
216.0,535.0,2.0,Ear swelling,"Ear infection, outerotitis externa",218.0,"(246,[218],[1.0])",157.0,"(1156,[157],[1.0])","(246,[218],[1.0])","(1156,[157],[1.0])","(1402,[218,403],[1.0,1.0])",0
238.0,535.0,0.0,Skin sores,"Ear infection, outerotitis externa",6.0,"(246,[6],[1.0])",157.0,"(1156,[157],[1.0])","(246,[6],[1.0])","(1156,[157],[1.0])","(1402,[6,403],[1.0,1.0])",0
274.0,535.0,2.0,Discharge from ear,"Ear infection, outerotitis externa",230.0,"(246,[230],[1.0])",157.0,"(1156,[157],[1.0])","(246,[230],[1.0])","(1156,[157],[1.0])","(1402,[230,403],[1.0,1.0])",0
271.0,535.0,2.0,Pulling at ears,"Ear infection, outerotitis externa",207.0,"(246,[207],[1.0])",157.0,"(1156,[157],[1.0])","(246,[207],[1.0])","(1156,[157],[1.0])","(1402,[207,403],[1.0,1.0])",0
23.0,642.0,0.0,Ear pressure,Ramsay Hunt syndromeviral infection causing facial weakness,84.0,"(246,[84],[1.0])",368.0,"(1156,[368],[1.0])","(246,[84],[1.0])","(1156,[368],[1.0])","(1402,[84,614],[1.0,1.0])",0
24.0,642.0,0.0,Pain in the ear,Ramsay Hunt syndromeviral infection causing facial weakness,25.0,"(246,[25],[1.0])",368.0,"(1156,[368],[1.0])","(246,[25],[1.0])","(1156,[368],[1.0])","(1402,[25,614],[1.0,1.0])",0
247.0,642.0,2.0,Facial droop (weakness),Ramsay Hunt syndromeviral infection causing facial weakness,157.0,"(246,[157],[1.0])",368.0,"(1156,[368],[1.0])","(246,[157],[1.0])","(1156,[368],[1.0])","(1402,[157,614],[1.0,1.0])",0
255.0,642.0,2.0,Drooping eyelid (Ptosis),Ramsay Hunt syndromeviral infection causing facial weakness,143.0,"(246,[143],[1.0])",368.0,"(1156,[368],[1.0])","(246,[143],[1.0])","(1156,[368],[1.0])","(1402,[143,614],[1.0,1.0])",0
293.0,642.0,0.0,Headache and weakness,Ramsay Hunt syndromeviral infection causing facial weakness,78.0,"(246,[78],[1.0])",368.0,"(1156,[368],[1.0])","(246,[78],[1.0])","(1156,[368],[1.0])","(1402,[78,614],[1.0,1.0])",0
23.0,785.0,2.0,Ear pressure,Ear drum rupturetympanic membrane rupture,84.0,"(246,[84],[1.0])",421.0,"(1156,[421],[1.0])","(246,[84],[1.0])","(1156,[421],[1.0])","(1402,[84,667],[1.0,1.0])",0
24.0,785.0,2.0,Pain in the ear,Ear drum rupturetympanic membrane rupture,25.0,"(246,[25],[1.0])",421.0,"(1156,[421],[1.0])","(246,[25],[1.0])","(1156,[421],[1.0])","(1402,[25,667],[1.0,1.0])",0
274.0,785.0,2.0,Discharge from ear,Ear drum rupturetympanic membrane rupture,230.0,"(246,[230],[1.0])",421.0,"(1156,[421],[1.0])","(246,[230],[1.0])","(1156,[421],[1.0])","(1402,[230,667],[1.0,1.0])",0
271.0,785.0,0.0,Pulling at ears,Ear drum rupturetympanic membrane rupture,207.0,"(246,[207],[1.0])",421.0,"(1156,[421],[1.0])","(246,[207],[1.0])","(1156,[421],[1.0])","(1402,[207,667],[1.0,1.0])",0
23.0,1044.0,2.0,Ear pressure,Cauliflower earwrestlers ear,84.0,"(246,[84],[1.0])",543.0,"(1156,[543],[1.0])","(246,[84],[1.0])","(1156,[543],[1.0])","(1402,[84,789],[1.0,1.0])",0
24.0,1044.0,2.0,Pain in the ear,Cauliflower earwrestlers ear,25.0,"(246,[25],[1.0])",543.0,"(1156,[543],[1.0])","(246,[25],[1.0])","(1156,[543],[1.0])","(1402,[25,789],[1.0,1.0])",0
216.0,1044.0,2.0,Ear swelling,Cauliflower earwrestlers ear,218.0,"(246,[218],[1.0])",543.0,"(1156,[543],[1.0])","(246,[218],[1.0])","(1156,[543],[1.0])","(1402,[218,789],[1.0,1.0])",0
23.0,188.0,0.0,Ear pressure,Contact dermatitiscontact skin irritation,84.0,"(246,[84],[1.0])",90.0,"(1156,[90],[1.0])","(246,[84],[1.0])","(1156,[90],[1.0])","(1402,[84,336],[1.0,1.0])",0
24.0,188.0,0.0,Pain in the ear,Contact dermatitiscontact skin irritation,25.0,"(246,[25],[1.0])",90.0,"(1156,[90],[1.0])","(246,[25],[1.0])","(1156,[90],[1.0])","(1402,[25,336],[1.0,1.0])",0
36.0,188.0,0.0,"Cranky, crying, fussy, irritable child",Contact dermatitiscontact skin irritation,38.0,"(246,[38],[1.0])",90.0,"(1156,[90],[1.0])","(246,[38],[1.0])","(1156,[90],[1.0])","(1402,[38,336],[1.0,1.0])",0
52.0,188.0,0.0,Skin itching,Contact dermatitiscontact skin irritation,26.0,"(246,[26],[1.0])",90.0,"(1156,[90],[1.0])","(246,[26],[1.0])","(1156,[90],[1.0])","(1402,[26,336],[1.0,1.0])",0
81.0,188.0,2.0,Rash,Contact dermatitiscontact skin irritation,8.0,"(246,[8],[1.0])",90.0,"(1156,[90],[1.0])","(246,[8],[1.0])","(1156,[90],[1.0])","(1402,[8,336],[1.0,1.0])",0
208.0,188.0,2.0,Foot itching,Contact dermatitiscontact skin irritation,60.0,"(246,[60],[1.0])",90.0,"(1156,[90],[1.0])","(246,[60],[1.0])","(1156,[90],[1.0])","(1402,[60,336],[1.0,1.0])",0
230.0,188.0,2.0,Hand itching,Contact dermatitiscontact skin irritation,62.0,"(246,[62],[1.0])",90.0,"(1156,[90],[1.0])","(246,[62],[1.0])","(1156,[90],[1.0])","(1402,[62,336],[1.0,1.0])",0
231.0,188.0,2.0,Leg itching,Contact dermatitiscontact skin irritation,63.0,"(246,[63],[1.0])",90.0,"(1156,[90],[1.0])","(246,[63],[1.0])","(1156,[90],[1.0])","(1402,[63,336],[1.0,1.0])",0
234.0,188.0,2.0,Armpit pain,Contact dermatitiscontact skin irritation,141.0,"(246,[141],[1.0])",90.0,"(1156,[90],[1.0])","(246,[141],[1.0])","(1156,[90],[1.0])","(1402,[141,336],[1.0,1.0])",0
238.0,188.0,0.0,Skin sores,Contact dermatitiscontact skin irritation,6.0,"(246,[6],[1.0])",90.0,"(1156,[90],[1.0])","(246,[6],[1.0])","(1156,[90],[1.0])","(1402,[6,336],[1.0,1.0])",0
272.0,188.0,2.0,Skin bumps,Contact dermatitiscontact skin irritation,128.0,"(246,[128],[1.0])",90.0,"(1156,[90],[1.0])","(246,[128],[1.0])","(1156,[90],[1.0])","(1402,[128,336],[1.0,1.0])",0
23.0,232.0,0.0,Ear pressure,Ear lacerationcut on the ear,84.0,"(246,[84],[1.0])",564.0,"(1156,[564],[1.0])","(246,[84],[1.0])","(1156,[564],[1.0])","(1402,[84,810],[1.0,1.0])",0
24.0,232.0,0.0,Pain in the ear,Ear lacerationcut on the ear,25.0,"(246,[25],[1.0])",564.0,"(1156,[564],[1.0])","(246,[25],[1.0])","(1156,[564],[1.0])","(1402,[25,810],[1.0,1.0])",0
56.0,232.0,0.0,Laceration,Ear lacerationcut on the ear,125.0,"(246,[125],[1.0])",564.0,"(1156,[564],[1.0])","(246,[125],[1.0])","(1156,[564],[1.0])","(1402,[125,810],[1.0,1.0])",0
23.0,233.0,0.0,Ear pressure,Ear swelling,84.0,"(246,[84],[1.0])",422.0,"(1156,[422],[1.0])","(246,[84],[1.0])","(1156,[422],[1.0])","(1402,[84,668],[1.0,1.0])",0
24.0,233.0,0.0,Pain in the ear,Ear swelling,25.0,"(246,[25],[1.0])",422.0,"(1156,[422],[1.0])","(246,[25],[1.0])","(1156,[422],[1.0])","(1402,[25,668],[1.0,1.0])",0
99.0,233.0,0.0,Swelling,Ear swelling,139.0,"(246,[139],[1.0])",422.0,"(1156,[422],[1.0])","(246,[139],[1.0])","(1156,[422],[1.0])","(1402,[139,668],[1.0,1.0])",0
271.0,233.0,0.0,Pulling at ears,Ear swelling,207.0,"(246,[207],[1.0])",422.0,"(1156,[422],[1.0])","(246,[207],[1.0])","(1156,[422],[1.0])","(1402,[207,668],[1.0,1.0])",0
23.0,344.0,1.0,Ear pressure,Hemotympanumblood behind ear drum,84.0,"(246,[84],[1.0])",440.0,"(1156,[440],[1.0])","(246,[84],[1.0])","(1156,[440],[1.0])","(1402,[84,686],[1.0,1.0])",0
24.0,344.0,1.0,Pain in the ear,Hemotympanumblood behind ear drum,25.0,"(246,[25],[1.0])",440.0,"(1156,[440],[1.0])","(246,[25],[1.0])","(1156,[440],[1.0])","(1402,[25,686],[1.0,1.0])",0
40.0,344.0,3.0,Head injury,Hemotympanumblood behind ear drum,94.0,"(246,[94],[1.0])",440.0,"(1156,[440],[1.0])","(246,[94],[1.0])","(1156,[440],[1.0])","(1402,[94,686],[1.0,1.0])",0
145.0,344.0,3.0,Headache after trauma,Hemotympanumblood behind ear drum,169.0,"(246,[169],[1.0])",440.0,"(1156,[440],[1.0])","(246,[169],[1.0])","(1156,[440],[1.0])","(1402,[169,686],[1.0,1.0])",0
23.0,553.0,,Ear pressure,Parotitissalivary gland inflammation,84.0,"(246,[84],[1.0])",614.0,"(1156,[614],[1.0])","(246,[84],[1.0])","(1156,[614],[1.0])","(1402,[84,860],[1.0,1.0])",0
27.0,553.0,,Facial pain,Parotitissalivary gland inflammation,144.0,"(246,[144],[1.0])",614.0,"(1156,[614],[1.0])","(246,[144],[1.0])","(1156,[614],[1.0])","(1402,[144,860],[1.0,1.0])",0
187.0,553.0,2.0,Jaw pain,Parotitissalivary gland inflammation,135.0,"(246,[135],[1.0])",614.0,"(1156,[614],[1.0])","(246,[135],[1.0])","(1156,[614],[1.0])","(1402,[135,860],[1.0,1.0])",0
23.0,1144.0,,Ear pressure,Bullous myringitismiddle ear infection,84.0,"(246,[84],[1.0])",697.0,"(1156,[697],[1.0])","(246,[84],[1.0])","(1156,[697],[1.0])","(1402,[84,943],[1.0,1.0])",0
24.0,1144.0,,Pain in the ear,Bullous myringitismiddle ear infection,25.0,"(246,[25],[1.0])",697.0,"(1156,[697],[1.0])","(246,[25],[1.0])","(1156,[697],[1.0])","(1402,[25,943],[1.0,1.0])",0
24.0,167.0,0.0,Pain in the ear,Cholesteatomamiddle ear mass,25.0,"(246,[25],[1.0])",906.0,"(1156,[906],[1.0])","(246,[25],[1.0])","(1156,[906],[1.0])","(1402,[25,1152],[1.0,1.0])",0
24.0,138.0,,Pain in the ear,Cavitytooth caries,25.0,"(246,[25],[1.0])",407.0,"(1156,[407],[1.0])","(246,[25],[1.0])","(1156,[407],[1.0])","(1402,[25,653],[1.0,1.0])",0
41.0,138.0,,Headache,Cavitytooth caries,3.0,"(246,[3],[1.0])",407.0,"(1156,[407],[1.0])","(246,[3],[1.0])","(1156,[407],[1.0])","(1402,[3,653],[1.0,1.0])",0
101.0,138.0,2.0,Tooth pain,Cavitytooth caries,215.0,"(246,[215],[1.0])",407.0,"(1156,[407],[1.0])","(246,[215],[1.0])","(1156,[407],[1.0])","(1402,[215,653],[1.0,1.0])",0
187.0,138.0,2.0,Jaw pain,Cavitytooth caries,135.0,"(246,[135],[1.0])",407.0,"(1156,[407],[1.0])","(246,[135],[1.0])","(1156,[407],[1.0])","(1402,[135,653],[1.0,1.0])",0
24.0,210.0,0.0,Pain in the ear,Dental eruptionappearance of new tooth,25.0,"(246,[25],[1.0])",720.0,"(1156,[720],[1.0])","(246,[25],[1.0])","(1156,[720],[1.0])","(1402,[25,966],[1.0,1.0])",0
36.0,210.0,1.0,"Cranky, crying, fussy, irritable child",Dental eruptionappearance of new tooth,38.0,"(246,[38],[1.0])",720.0,"(1156,[720],[1.0])","(246,[38],[1.0])","(1156,[720],[1.0])","(1402,[38,966],[1.0,1.0])",0
24.0,332.0,0.0,Pain in the ear,Hearing loss,25.0,"(246,[25],[1.0])",582.0,"(1156,[582],[1.0])","(246,[25],[1.0])","(1156,[582],[1.0])","(1402,[25,828],[1.0,1.0])",0
40.0,332.0,0.0,Head injury,Hearing loss,94.0,"(246,[94],[1.0])",582.0,"(1156,[582],[1.0])","(246,[94],[1.0])","(1156,[582],[1.0])","(1402,[94,828],[1.0,1.0])",0
157.0,332.0,1.0,Ringing in ears (Tinnitus),Hearing loss,208.0,"(246,[208],[1.0])",582.0,"(1156,[582],[1.0])","(246,[208],[1.0])","(1156,[582],[1.0])","(1402,[208,828],[1.0,1.0])",0
24.0,506.0,0.0,Pain in the ear,Nasal polypsgrowths,25.0,"(246,[25],[1.0])",275.0,"(1156,[275],[1.0])","(246,[25],[1.0])","(1156,[275],[1.0])","(1402,[25,521],[1.0,1.0])",0
64.0,506.0,2.0,Nasal bleeding,Nasal polypsgrowths,80.0,"(246,[80],[1.0])",275.0,"(1156,[275],[1.0])","(246,[80],[1.0])","(1156,[275],[1.0])","(1402,[80,521],[1.0,1.0])",0
90.0,506.0,2.0,Sinus pain and pressure,Nasal polypsgrowths,225.0,"(246,[225],[1.0])",275.0,"(1156,[275],[1.0])","(246,[225],[1.0])","(1156,[275],[1.0])","(1402,[225,521],[1.0,1.0])",0
162.0,506.0,1.0,Sneezing,Nasal polypsgrowths,214.0,"(246,[214],[1.0])",275.0,"(1156,[275],[1.0])","(246,[214],[1.0])","(1156,[275],[1.0])","(1402,[214,521],[1.0,1.0])",0
236.0,506.0,2.0,Nasal congestion,Nasal polypsgrowths,149.0,"(246,[149],[1.0])",275.0,"(1156,[275],[1.0])","(246,[149],[1.0])","(1156,[275],[1.0])","(1402,[149,521],[1.0,1.0])",0
257.0,506.0,1.0,Snoring,Nasal polypsgrowths,194.0,"(246,[194],[1.0])",275.0,"(1156,[275],[1.0])","(246,[194],[1.0])","(1156,[275],[1.0])","(1402,[194,521],[1.0,1.0])",0
24.0,562.0,0.0,Pain in the ear,Periodontitisgum inflammation,25.0,"(246,[25],[1.0])",362.0,"(1156,[362],[1.0])","(246,[25],[1.0])","(1156,[362],[1.0])","(1402,[25,608],[1.0,1.0])",0
101.0,562.0,2.0,Tooth pain,Periodontitisgum inflammation,215.0,"(246,[215],[1.0])",362.0,"(1156,[362],[1.0])","(246,[215],[1.0])","(1156,[362],[1.0])","(1402,[215,608],[1.0,1.0])",0
163.0,562.0,2.0,Bleeding gums,Periodontitisgum inflammation,183.0,"(246,[183],[1.0])",362.0,"(1156,[362],[1.0])","(246,[183],[1.0])","(1156,[362],[1.0])","(1402,[183,608],[1.0,1.0])",0
202.0,562.0,2.0,Painful gums,Periodontitisgum inflammation,189.0,"(246,[189],[1.0])",362.0,"(1156,[362],[1.0])","(246,[189],[1.0])","(1156,[362],[1.0])","(1402,[189,608],[1.0,1.0])",0
203.0,562.0,2.0,Swollen gums,Periodontitisgum inflammation,200.0,"(246,[200],[1.0])",362.0,"(1156,[362],[1.0])","(246,[200],[1.0])","(1156,[362],[1.0])","(1402,[200,608],[1.0,1.0])",0
24.0,750.0,0.0,Pain in the ear,"Temporomandibular joint syndromeTMJ, jaw joint pain",25.0,"(246,[25],[1.0])",491.0,"(1156,[491],[1.0])","(246,[25],[1.0])","(1156,[491],[1.0])","(1402,[25,737],[1.0,1.0])",0
27.0,750.0,1.0,Facial pain,"Temporomandibular joint syndromeTMJ, jaw joint pain",144.0,"(246,[144],[1.0])",491.0,"(1156,[491],[1.0])","(246,[144],[1.0])","(1156,[491],[1.0])","(1402,[144,737],[1.0,1.0])",0
41.0,750.0,0.0,Headache,"Temporomandibular joint syndromeTMJ, jaw joint pain",3.0,"(246,[3],[1.0])",491.0,"(1156,[491],[1.0])","(246,[3],[1.0])","(1156,[491],[1.0])","(1402,[3,737],[1.0,1.0])",0
187.0,750.0,2.0,Jaw pain,"Temporomandibular joint syndromeTMJ, jaw joint pain",135.0,"(246,[135],[1.0])",491.0,"(1156,[491],[1.0])","(246,[135],[1.0])","(1156,[491],[1.0])","(1402,[135,737],[1.0,1.0])",0
24.0,877.0,,Pain in the ear,Acnepimples,25.0,"(246,[25],[1.0])",233.0,"(1156,[233],[1.0])","(246,[25],[1.0])","(1156,[233],[1.0])","(1402,[25,479],[1.0,1.0])",0
52.0,877.0,,Skin itching,Acnepimples,26.0,"(246,[26],[1.0])",233.0,"(1156,[233],[1.0])","(246,[26],[1.0])","(1156,[233],[1.0])","(1402,[26,479],[1.0,1.0])",0
81.0,877.0,2.0,Rash,Acnepimples,8.0,"(246,[8],[1.0])",233.0,"(1156,[233],[1.0])","(246,[8],[1.0])","(1156,[233],[1.0])","(1402,[8,479],[1.0,1.0])",0
191.0,877.0,2.0,Skin pain,Acnepimples,103.0,"(246,[103],[1.0])",233.0,"(1156,[233],[1.0])","(246,[103],[1.0])","(1156,[233],[1.0])","(1402,[103,479],[1.0,1.0])",0
238.0,877.0,,Skin sores,Acnepimples,6.0,"(246,[6],[1.0])",233.0,"(1156,[233],[1.0])","(246,[6],[1.0])","(1156,[233],[1.0])","(1402,[6,479],[1.0,1.0])",0
272.0,877.0,2.0,Skin bumps,Acnepimples,128.0,"(246,[128],[1.0])",233.0,"(1156,[233],[1.0])","(246,[128],[1.0])","(1156,[233],[1.0])","(1402,[128,479],[1.0,1.0])",0
25.0,62.0,0.0,Elbow ache or pain,Aseptic joint effusionfluid in a jointEffusion of joint,43.0,"(246,[43],[1.0])",314.0,"(1156,[314],[1.0])","(246,[43],[1.0])","(1156,[314],[1.0])","(1402,[43,560],[1.0,1.0])",0
37.0,62.0,0.0,Groin pain,Aseptic joint effusionfluid in a jointEffusion of joint,21.0,"(246,[21],[1.0])",314.0,"(1156,[314],[1.0])","(246,[21],[1.0])","(1156,[314],[1.0])","(1402,[21,560],[1.0,1.0])",0
45.0,62.0,2.0,Hip pain,Aseptic joint effusionfluid in a jointEffusion of joint,67.0,"(246,[67],[1.0])",314.0,"(1156,[314],[1.0])","(246,[67],[1.0])","(1156,[314],[1.0])","(1402,[67,560],[1.0,1.0])",0
55.0,62.0,1.0,Knee pain,Aseptic joint effusionfluid in a jointEffusion of joint,87.0,"(246,[87],[1.0])",314.0,"(1156,[314],[1.0])","(246,[87],[1.0])","(1156,[314],[1.0])","(1402,[87,560],[1.0,1.0])",0
57.0,62.0,0.0,Leg ache or pain,Aseptic joint effusionfluid in a jointEffusion of joint,7.0,"(246,[7],[1.0])",314.0,"(1156,[314],[1.0])","(246,[7],[1.0])","(1156,[314],[1.0])","(1402,[7,560],[1.0,1.0])",0
25.0,441.0,0.0,Elbow ache or pain,"Lupussystemic lupus erythematosus, SLE",43.0,"(246,[43],[1.0])",95.0,"(1156,[95],[1.0])","(246,[43],[1.0])","(1156,[95],[1.0])","(1402,[43,341],[1.0,1.0])",0
52.0,441.0,0.0,Skin itching,"Lupussystemic lupus erythematosus, SLE",26.0,"(246,[26],[1.0])",95.0,"(1156,[95],[1.0])","(246,[26],[1.0])","(1156,[95],[1.0])","(1402,[26,341],[1.0,1.0])",0
53.0,441.0,0.0,Joint pain,"Lupussystemic lupus erythematosus, SLE",79.0,"(246,[79],[1.0])",95.0,"(1156,[95],[1.0])","(246,[79],[1.0])","(1156,[95],[1.0])","(1402,[79,341],[1.0,1.0])",0
57.0,441.0,0.0,Leg ache or pain,"Lupussystemic lupus erythematosus, SLE",7.0,"(246,[7],[1.0])",95.0,"(1156,[95],[1.0])","(246,[7],[1.0])","(1156,[95],[1.0])","(1402,[7,341],[1.0,1.0])",0
81.0,441.0,0.0,Rash,"Lupussystemic lupus erythematosus, SLE",8.0,"(246,[8],[1.0])",95.0,"(1156,[95],[1.0])","(246,[8],[1.0])","(1156,[95],[1.0])","(1402,[8,341],[1.0,1.0])",0
87.0,441.0,0.0,Seizure,"Lupussystemic lupus erythematosus, SLE",24.0,"(246,[24],[1.0])",95.0,"(1156,[95],[1.0])","(246,[24],[1.0])","(1156,[95],[1.0])","(1402,[24,341],[1.0,1.0])",0
116.0,441.0,0.0,Tired,"Lupussystemic lupus erythematosus, SLE",17.0,"(246,[17],[1.0])",95.0,"(1156,[95],[1.0])","(246,[17],[1.0])","(1156,[95],[1.0])","(1402,[17,341],[1.0,1.0])",0
206.0,441.0,0.0,Darkening of the skin (Hyperpigmentation),"Lupussystemic lupus erythematosus, SLE",155.0,"(246,[155],[1.0])",95.0,"(1156,[95],[1.0])","(246,[155],[1.0])","(1156,[95],[1.0])","(1402,[155,341],[1.0,1.0])",0
237.0,441.0,0.0,Joint stiffness,"Lupussystemic lupus erythematosus, SLE",160.0,"(246,[160],[1.0])",95.0,"(1156,[95],[1.0])","(246,[160],[1.0])","(1156,[95],[1.0])","(1402,[160,341],[1.0,1.0])",0
238.0,441.0,0.0,Skin sores,"Lupussystemic lupus erythematosus, SLE",6.0,"(246,[6],[1.0])",95.0,"(1156,[95],[1.0])","(246,[6],[1.0])","(1156,[95],[1.0])","(1402,[6,341],[1.0,1.0])",0
293.0,441.0,0.0,Headache and weakness,"Lupussystemic lupus erythematosus, SLE",78.0,"(246,[78],[1.0])",95.0,"(1156,[95],[1.0])","(246,[78],[1.0])","(1156,[95],[1.0])","(1402,[78,341],[1.0,1.0])",0
26.0,14.0,1.0,Eye pain (Irritation),Acute angle closure glaucomaincreased inner eye pressure,55.0,"(246,[55],[1.0])",517.0,"(1156,[517],[1.0])","(246,[55],[1.0])","(1156,[517],[1.0])","(1402,[55,763],[1.0,1.0])",0
112.0,14.0,1.0,Visual problems,Acute angle closure glaucomaincreased inner eye pressure,12.0,"(246,[12],[1.0])",517.0,"(1156,[517],[1.0])","(246,[12],[1.0])","(1156,[517],[1.0])","(1402,[12,763],[1.0,1.0])",0
200.0,14.0,3.0,Blurry vision,Acute angle closure glaucomaincreased inner eye pressure,201.0,"(246,[201],[1.0])",517.0,"(1156,[517],[1.0])","(246,[201],[1.0])","(1156,[517],[1.0])","(1402,[201,763],[1.0,1.0])",0
26.0,98.0,,Eye pain (Irritation),Blepharitiseyelid swelling,55.0,"(246,[55],[1.0])",399.0,"(1156,[399],[1.0])","(246,[55],[1.0])","(1156,[399],[1.0])","(1402,[55,645],[1.0,1.0])",0
160.0,98.0,2.0,Eye redness,Blepharitiseyelid swelling,113.0,"(246,[113],[1.0])",399.0,"(1156,[399],[1.0])","(246,[113],[1.0])","(1156,[399],[1.0])","(1402,[113,645],[1.0,1.0])",0
195.0,98.0,2.0,Eye swelling,Blepharitiseyelid swelling,177.0,"(246,[177],[1.0])",399.0,"(1156,[399],[1.0])","(246,[177],[1.0])","(1156,[399],[1.0])","(1402,[177,645],[1.0,1.0])",0
259.0,98.0,0.0,Itchy eyes,Blepharitiseyelid swelling,238.0,"(246,[238],[1.0])",399.0,"(1156,[399],[1.0])","(246,[238],[1.0])","(1156,[399],[1.0])","(1402,[238,645],[1.0,1.0])",0
26.0,136.0,1.0,Eye pain (Irritation),Cavernous sinus thrombosishead vein blood clot,55.0,"(246,[55],[1.0])",703.0,"(1156,[703],[1.0])","(246,[55],[1.0])","(1156,[703],[1.0])","(1402,[55,949],[1.0,1.0])",0
